,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,TOTAL_PACKET_SIZE
556,0.060241,-1.0,97.0,5971.0,6138.0
557,0.014607,-1.0,66.0,2730.0,3060.0
558,0.0105,-1.0,66.0,2635.0,2996.0
559,0.007439,1.0,236.0,1596.0,2995.0
560,0.001743,-1.0,74.0,148.0,3015.0
561,0.010183,-1.0,105.0,3407.0,3644.0
562,0.003469,1.0,105.0,721.0,2394.0
563,0.009699,1.0,130.0,1286.0,2988.0
564,0.056659,1.0,66.0,1951.0,3495.0
565,0.003573,-1.0,66.0,1712.0,3721.0
566,0.030308,1.0,130.0,1597.0,3145.0
567,0.051932,-1.0,66.0,2908.0,2908.0
568,0.001742,-1.0,74.0,148.0,2999.0
569,0.000419,-1.0,66.0,167.0,3230.0
570,0.006394,1.0,66.0,4385.0,6149.0
571,0.000101,1.0,453.0,1448.0,6689.0
572,0.003109,1.0,606.0,820.0,3061.0
573,0.012004,1.0,535.0,2131.0,2994.0
574,0.084017,-1.0,74.0,148.0,820.0
575,0.01222,1.0,66.0,2996.0,3062.0
576,0.034951,1.0,539.0,3639.0,4568.0
577,0.036867,1.0,538.0,3745.0,4674.0
578,0.075142,-1.0,74.0,148.0,820.0
579,0.048534,1.0,66.0,2943.0,3009.0
580,0.068528,1.0,236.0,3498.0,4933.0
581,0.001443,-1.0,74.0,148.0,3143.0
582,0.00593,1.0,66.0,1230.0,3097.0
583,0.043131,1.0,66.0,2471.0,5134.0
584,0.00264,1.0,66.0,1016.0,2881.0
585,0.052512,-1.0,66.0,3095.0,3095.0
586,0.003703,1.0,606.0,820.0,3007.0
587,0.007265,1.0,236.0,1596.0,3007.0
588,0.061726,-1.0,278.0,1230.0,2942.0
589,0.058019,1.0,606.0,2827.0,4884.0
590,0.007342,1.0,236.0,1596.0,2965.0
591,0.005013,1.0,66.0,1230.0,3029.0
592,0.058506,-1.0,97.0,2929.0,3096.0
593,0.058656,1.0,97.0,3286.0,3616.0
594,0.054166,1.0,236.0,2246.0,3614.0
595,0.068183,-1.0,74.0,148.0,820.0
596,0.009154,-1.0,66.0,886.0,3094.0
597,0.020084,-1.0,140.0,2603.0,3162.0
598,0.001714,-1.0,74.0,148.0,3097.0
599,0.002059,1.0,66.0,737.0,3685.0
600,0.037977,1.0,66.0,280.0,3075.0
601,0.077365,-1.0,74.0,148.0,820.0
602,0.008054,-1.0,140.0,2536.0,3095.0
603,0.009855,-1.0,110.0,2810.0,2942.0
604,0.009327,1.0,66.0,2603.0,3096.0
605,0.008311,1.0,97.0,2700.0,3096.0
606,0.032571,1.0,571.0,2233.0,3074.0
607,0.01165,-1.0,101.0,2142.0,2274.0
608,0.004892,-1.0,66.0,886.0,2964.0
609,0.00213,-1.0,110.0,945.0,1077.0
610,0.039117,-1.0,278.0,1230.0,2941.0
611,0.010862,-1.0,140.0,2463.0,3022.0
612,0.001792,-1.0,105.0,418.0,729.0
613,0.007113,1.0,572.0,2390.0,2883.0
614,0.0,-1.0,66.0,66.0,3166.0
615,0.008306,-1.0,140.0,2537.0,3030.0
616,0.006887,-1.0,140.0,1730.0,3027.0
617,0.009793,-1.0,97.0,1581.0,1814.0
618,0.010983,-1.0,66.0,588.0,3617.0
619,0.000127,1.0,97.0,848.0,4668.0
620,0.001975,-1.0,66.0,1580.0,6681.0
621,0.008874,-1.0,140.0,1730.0,2936.0
622,0.045867,-1.0,66.0,3045.0,3441.0
623,0.00587,-1.0,66.0,886.0,3089.0
624,0.043052,-1.0,66.0,4875.0,5205.0
625,0.020523,-1.0,143.0,1750.0,5280.0
626,0.013007,-1.0,140.0,2458.0,3017.0
627,0.001746,-1.0,74.0,148.0,3090.0
628,9.8e-05,-1.0,66.0,198.0,7600.0
629,0.005352,1.0,66.0,1230.0,3003.0
630,0.004929,-1.0,278.0,1164.0,3090.0
631,0.067992,-1.0,74.0,148.0,820.0
632,0.003415,1.0,606.0,820.0,3092.0
633,0.000372,-1.0,278.0,344.0,2796.0
634,0.026837,1.0,66.0,4801.0,9355.0
635,0.008839,1.0,236.0,2032.0,3092.0
636,0.036794,1.0,66.0,3366.0,3432.0
637,0.002793,1.0,130.0,1146.0,2876.0
638,0.003734,1.0,606.0,820.0,3091.0
639,0.002028,-1.0,74.0,148.0,3093.0
640,0.001434,1.0,66.0,214.0,3027.0
641,0.015088,1.0,66.0,3027.0,3093.0
642,0.081696,1.0,571.0,2093.0,2093.0
643,0.027613,1.0,74.0,140.0,3071.0
644,0.021676,-1.0,97.0,2938.0,3171.0
645,0.00897,-1.0,230.0,2395.0,3094.0
646,0.020243,-1.0,101.0,1753.0,1885.0
647,0.007138,-1.0,140.0,2536.0,3095.0
648,0.062695,-1.0,66.0,3083.0,3083.0
649,0.06847,-1.0,74.0,148.0,820.0
650,0.033382,-1.0,230.0,2461.0,3160.0
651,0.006834,1.0,130.0,1286.0,3021.0
652,0.011632,-1.0,66.0,2603.0,2964.0
653,0.006227,1.0,130.0,1360.0,3093.0
654,0.042388,1.0,236.0,2032.0,3094.0
655,0.009889,1.0,236.0,1596.0,2962.0
656,0.00228,1.0,105.0,520.0,1934.0
657,0.005171,-1.0,278.0,1164.0,3094.0
658,0.00426,-1.0,140.0,1516.0,3031.0
659,0.02236,1.0,66.0,3104.0,3170.0
660,0.002015,-1.0,74.0,148.0,3115.0
661,0.072761,-1.0,66.0,3115.0,3115.0
662,0.0,-1.0,66.0,66.0,1464.0
663,0.068187,1.0,66.0,214.0,820.0
664,0.0,-1.0,66.0,66.0,3179.0
665,0.067705,1.0,66.0,214.0,820.0
666,0.001616,1.0,606.0,746.0,3042.0
667,0.069347,1.0,66.0,1156.0,2064.0
668,0.076456,1.0,606.0,820.0,820.0
669,0.001761,-1.0,74.0,148.0,3036.0
670,0.041029,-1.0,140.0,1796.0,3067.0
671,0.00925,-1.0,97.0,2770.0,3003.0
672,0.025355,1.0,66.0,280.0,3000.0
673,0.080563,-1.0,278.0,1090.0,2065.0
674,0.073637,1.0,606.0,820.0,820.0
675,0.003707,1.0,606.0,820.0,3069.0
676,0.004255,1.0,606.0,820.0,2999.0
677,0.007646,1.0,542.0,2138.0,2913.0
678,0.001448,-1.0,74.0,148.0,2973.0
679,0.073341,-1.0,66.0,3128.0,3128.0
680,0.010498,1.0,130.0,2788.0,4557.0
681,0.082809,1.0,606.0,820.0,820.0
682,0.009691,1.0,66.0,280.0,3132.0
683,0.067628,1.0,66.0,214.0,820.0
684,0.024105,1.0,66.0,280.0,3131.0
685,0.006346,1.0,130.0,1360.0,3063.0
686,0.023149,-1.0,110.0,2747.0,2910.0
687,0.010467,1.0,66.0,2999.0,3065.0
688,0.019691,1.0,97.0,2766.0,2999.0
689,0.067865,1.0,66.0,214.0,820.0
690,0.046144,1.0,97.0,2733.0,3041.0
691,0.014116,1.0,541.0,2507.0,2846.0
692,0.002537,-1.0,66.0,1521.0,6725.0
693,0.04262,-1.0,140.0,2740.0,3299.0
694,0.004193,1.0,697.0,911.0,7699.0
695,0.001429,-1.0,74.0,148.0,3088.0
696,0.039101,1.0,66.0,346.0,3133.0
697,0.007027,-1.0,140.0,2531.0,3002.0
698,0.001955,1.0,66.0,268.0,3561.0
699,0.002218,1.0,606.0,746.0,2087.0
700,0.007922,1.0,236.0,824.0,1879.0
701,0.047133,1.0,74.0,140.0,3023.0
702,0.007129,-1.0,230.0,1376.0,2809.0
703,0.001718,-1.0,74.0,148.0,3089.0
704,0.001438,-1.0,74.0,148.0,3091.0
705,0.051534,1.0,66.0,2935.0,3001.0
706,0.008519,-1.0,66.0,2760.0,3090.0
707,0.007979,1.0,97.0,2692.0,3088.0
708,0.011929,1.0,97.0,2693.0,3089.0
709,0.021153,1.0,66.0,2956.0,3022.0
710,0.051739,-1.0,66.0,3090.0,3090.0
711,0.00342,1.0,606.0,820.0,3090.0
712,0.012036,-1.0,101.0,2957.0,3089.0
713,0.046998,1.0,66.0,2934.0,3000.0
714,0.005414,1.0,66.0,1230.0,3090.0
715,0.073938,-1.0,74.0,148.0,820.0
716,0.011159,-1.0,97.0,2790.0,3023.0
717,0.002024,-1.0,66.0,672.0,2780.0
718,0.078433,1.0,66.0,214.0,820.0
719,0.0,1.0,74.0,74.0,3341.0
720,0.0045,-1.0,66.0,886.0,2970.0
